line number,contest name,choice name,party name,total votes,percent of votes,num Precinct total,num Precinct rptg,over votes,under votes
1,REP - President of the United States,Donald J. Trump (I),REP,946944,100,159,159,0,0
2,DEM - President of the United States,Michael Bennet,DEM,5139,0.47,159,159,0,0
3,DEM - President of the United States,Joseph R. Biden,DEM,918739,84.86,159,159,0,0
4,DEM - President of the United States,Michael R. Bloomberg,DEM,7641,0.71,159,159,0,0
5,DEM - President of the United States,Pete Buttigieg,DEM,6329,0.58,159,159,0,0
6,DEM - President of the United States,John K. Delaney,DEM,1475,0.14,159,159,0,0
7,DEM - President of the United States,Tulsi Gabbard,DEM,4102,0.38,159,159,0,0
8,DEM - President of the United States,Amy Klobuchar,DEM,4305,0.4,159,159,0,0
9,DEM - President of the United States,Deval Patrick,DEM,1037,0.1,159,159,0,0
10,DEM - President of the United States,Bernie Sanders,DEM,101241,9.35,159,159,0,0
11,DEM - President of the United States,Tom Steyer,DEM,1748,0.16,159,159,0,0
12,DEM - President of the United States,Elizabeth Warren,DEM,21795,2.01,159,159,0,0
13,DEM - President of the United States,Andrew Yang,DEM,9089,0.84,159,159,0,0
14,REP - US Senate,David A. Perdue (I),REP,992105,100,159,159,0,0
15,DEM - US Senate,Sarah Riggs Amico,DEM,139120,11.77,159,159,0,0
16,DEM - US Senate,Marckeith DeJesus,DEM,45783,3.87,159,159,0,0
17,DEM - US Senate,James Knox,DEM,49301,4.17,159,159,0,0
18,DEM - US Senate,Tricia Carpenter McCracken,DEM,32350,2.74,159,159,0,0
19,DEM - US Senate,Jon Ossoff,DEM,624142,52.81,159,159,0,0
20,DEM - US Senate,Maya Dillard Smith,DEM,104593,8.85,159,159,0,0
21,DEM - US Senate,Teresa Pike Tomlinson,DEM,186673,15.79,159,159,0,0
22,REP - Public Service Commission Dist 4,"Lauren Bubba McDonald, Jr. (I)",REP,929538,100,159,159,0,0
23,DEM - Public Service Commission Dist 4,Daniel Blackman,DEM,759931,71.64,159,159,0,0
24,DEM - Public Service Commission Dist 4,John Noel,DEM,300856,28.36,159,159,0,0
25,REP - Public Service Commission Dist 1,Jason Shaw (I),REP,941662,100,159,159,0,0
26,DEM - Public Service Commission Dist 1,Robert G. Bryant,DEM,922521,100,159,159,0,0
27,REP - US House Dist 1,"Earl L. """"Buddy"""" Carter (I)",REP,65903,82.16,17,17,0,0
28,REP - US House Dist 1,Danny Merritt,REP,13154,16.4,17,17,0,0
29,REP - US House Dist 1,Ken Yasger,REP,1152,1.44,17,17,0,0
30,DEM - US House Dist 1,Joyce Marie Griggs,DEM,25592,40.72,17,17,0,0
31,DEM - US House Dist 1,Lisa M. Ring,DEM,28915,46.01,17,17,0,0
32,DEM - US House Dist 1,Barbara Seidman,DEM,8337,13.27,17,17,0,0
33,REP - US House Dist 2,Vivian L. Childs,REP,20521,46.59,29,29,0,0
34,REP - US House Dist 2,Don Cole,REP,23527,53.41,29,29,0,0
35,DEM - US House Dist 2,Sanford Bishop (I),DEM,82962,100,29,29,0,0
36,REP - US House Dist 3,Drew Ferguson (I),REP,94166,100,13,13,0,0
37,DEM - US House Dist 3,Val Almonord,DEM,56239,100,13,13,0,0
38,REP - US House Dist 4,Johsie Cruz Ezammudeen,REP,22983,100,4,4,0,0
39,DEM - US House Dist 4,William Haston,DEM,19490,13.28,4,4,0,0
40,DEM - US House Dist 4,"Henry C. ""Hank"" Johnson, Jr. (I)",DEM,100412,68.42,4,4,0,0
41,DEM - US House Dist 4,Elaine Amankwah Nietmann,DEM,26865,18.3,4,4,0,0
42,REP - US House Dist 5,Angela Stanton-King,REP,8542,100,3,3,0,0
43,DEM - US House Dist 5,John R. Lewis (I),DEM,141651,87.65,3,3,0,0
44,DEM - US House Dist 5,"Barrington D. Martin, II",DEM,19961,12.35,3,3,0,0
45,REP - US House Dist 6,Mykel Lynn Barthelemy,REP,2771,4.31,3,3,0,0
46,REP - US House Dist 6,Karen Handel,REP,47797,74.34,3,3,0,0
47,REP - US House Dist 6,Blake Harbin,REP,3126,4.86,3,3,0,0
48,REP - US House Dist 6,Joe Profit,REP,9503,14.78,3,3,0,0
49,REP - US House Dist 6,Paulette Smith,REP,1098,1.71,3,3,0,0
50,DEM - US House Dist 6,Lucy McBath (I),DEM,90015,100,3,3,0,0
51,REP - US House Dist 7,Lisa Noel Babbage,REP,3336,5.21,2,2,0,0
52,REP - US House Dist 7,Mark Gonsalves,REP,4640,7.25,2,2,0,0
53,REP - US House Dist 7,Lynne Homrich,REP,4567,7.13,2,2,0,0
54,REP - US House Dist 7,Zachary H. Kennemore,REP,1195,1.87,2,2,0,0
55,REP - US House Dist 7,Rich McCormick,REP,35280,55.11,2,2,0,0
56,REP - US House Dist 7,Renee S. Unterman,REP,11143,17.41,2,2,0,0
57,REP - US House Dist 7,Eugene Yu,REP,3856,6.02,2,2,0,0
58,DEM - US House Dist 7,Carolyn Bourdeaux,DEM,44710,52.78,2,2,0,0
59,DEM - US House Dist 7,John Eaves,DEM,6548,7.73,2,2,0,0
60,DEM - US House Dist 7,Nabilah Aishah Islam,DEM,10447,12.33,2,2,0,0
61,DEM - US House Dist 7,Zahra S. Karinshak,DEM,5729,6.76,2,2,0,0
62,DEM - US House Dist 7,Brenda Lopez Romero,DEM,10497,12.39,2,2,0,0
63,DEM - US House Dist 7,Rashid Malik,DEM,6780,8,2,2,0,0
64,REP - US House Dist 8,Vance Dean,REP,4692,5.72,24,24,0,0
65,REP - US House Dist 8,Danny Ellyson,REP,3668,4.47,24,24,0,0
66,REP - US House Dist 8,Austin Scott (I),REP,73671,89.81,24,24,0,0
67,DEM - US House Dist 8,Lindsay Holliday,DEM,44493,100,24,24,0,0
68,REP - US House Dist 9,Michael Boggus,REP,4497,3.2,20,20,0,0
69,REP - US House Dist 9,Paul Broun,REP,18627,13.27,20,20,0,0
70,REP - US House Dist 9,Andrew Clyde,REP,25914,18.46,20,20,0,0
71,REP - US House Dist 9,Matt Gurtler,REP,29426,20.96,20,20,0,0
72,REP - US House Dist 9,Maria Strickland,REP,4871,3.47,20,20,0,0
73,REP - US House Dist 9,Kevin Tanner,REP,22187,15.81,20,20,0,0
74,REP - US House Dist 9,Ethan Underwood,REP,12117,8.63,20,20,0,0
75,REP - US House Dist 9,Kellie Weeks,REP,6422,4.57,20,20,0,0
76,REP - US House Dist 9,John K. Wilkinson,REP,16314,11.62,20,20,0,0
77,DEM - US House Dist 9,Devin Pandy,DEM,10476,33.57,20,20,0,0
78,DEM - US House Dist 9,Brooke Siskin,DEM,12859,41.2,20,20,0,0
79,DEM - US House Dist 9,Dan Wilson,DEM,7874,25.23,20,20,0,0
80,REP - US House Dist 10,Jody Hice (I),REP,93506,100,25,25,0,0
81,DEM - US House Dist 10,Andrew Ferguson,DEM,25048,34.26,25,25,0,0
82,DEM - US House Dist 10,Tabitha Johnson-Green,DEM,48069,65.74,25,25,0,0
83,REP - US House Dist 11,Barry Loudermilk (I),REP,86050,100,4,4,0,0
84,DEM - US House Dist 11,Dana Barrett,DEM,65559,100,4,4,0,0
85,REP - US House Dist 12,Rick W. Allen (I),REP,74520,100,19,19,0,0
86,DEM - US House Dist 12,Liz Johnson,DEM,48685,83.64,19,19,0,0
87,DEM - US House Dist 12,Dan Steiner,DEM,9525,16.36,19,19,0,0
88,REP - US House Dist 13,Caesar Gonzales,REP,9170,31.35,6,6,0,0
89,REP - US House Dist 13,Becky E. Hites,REP,20076,68.65,6,6,0,0
90,DEM - US House Dist 13,Michael Owens,DEM,19415,13.22,6,6,0,0
91,DEM - US House Dist 13,Jannquell Peters,DEM,12308,8.38,6,6,0,0
92,DEM - US House Dist 13,David Scott (I),DEM,77734,52.91,6,6,0,0
93,DEM - US House Dist 13,Keisha Sean Waites,DEM,37447,25.49,6,6,0,0
94,REP - US House Dist 14,John D. Barge,REP,9618,8.84,12,12,0,0
95,REP - US House Dist 14,Ben Bullock,REP,3883,3.57,12,12,0,0
96,REP - US House Dist 14,Kevin Cooke,REP,6699,6.16,12,12,0,0
97,REP - US House Dist 14,John Cowan,REP,22862,21.01,12,12,0,0
98,REP - US House Dist 14,Clayton Fuller,REP,7433,6.83,12,12,0,0
99,REP - US House Dist 14,Marjorie Taylor Greene,REP,43889,40.34,12,12,0,0
100,REP - US House Dist 14,Andy Gunther,REP,1220,1.12,12,12,0,0
101,REP - US House Dist 14,Bill Hembree,REP,6988,6.42,12,12,0,0
102,REP - US House Dist 14,Matt Laughridge,REP,6219,5.72,12,12,0,0
103,DEM - US House Dist 14,Kevin Van Ausdal,DEM,26615,100,12,12,0,0
104,REP - State Senate Dist 1,Ben Watson (I),REP,18078,100,2,2,0,0
105,DEM - State Senate Dist 1,Kerri Wilkins McGinty,DEM,10801,100,2,2,0,0
106,DEM - State Senate Dist 2,"Lester G. Jackson, III (I)",DEM,24026,100,1,1,0,0
107,REP - State Senate Dist 3,Sheila McNeill,REP,9219,41.24,5,5,0,0
108,REP - State Senate Dist 3,David Sharpe,REP,9757,43.65,5,5,0,0
109,REP - State Senate Dist 3,Cody Smith,REP,3379,15.12,5,5,0,0
110,Special - State Senate District 4,Scott Bohlke,NP,11493,31.95,6,6,0,0
111,Special - State Senate District 4,Billy Hickman,NP,12038,33.46,6,6,0,0
112,Special - State Senate District 4,Kathy Palmer,NP,5490,15.26,6,6,0,0
113,Special - State Senate District 4,Stephen Jared Sammons,NP,5892,16.38,6,6,0,0
114,Special - State Senate District 4,Neil Singleton,NP,1064,2.96,6,6,0,0
115,REP - State Senate Dist 4,Scott Bohlke,REP,9683,37.34,6,6,0,0
116,REP - State Senate Dist 4,Billy Hickman,REP,11190,43.15,6,6,0,0
117,REP - State Senate Dist 4,Kathy Palmer,REP,4234,16.33,6,6,0,0
118,REP - State Senate Dist 4,Neil Singleton,REP,823,3.17,6,6,0,0
119,DEM - State Senate Dist 5/Senador Estatal Dist 5,Sheikh Rahman (I),DEM,14904,100,1,1,0,0
120,REP - State Senate Dist 6,Harrison Lance,REP,9859,100,2,2,0,0
121,DEM - State Senate Dist 6,"Jennifer """"Jen"""" Jordan (I)",DEM,25625,100,2,2,0,0
122,REP - State Senate Dist 7,Tyler Harper (I),REP,25504,100,10,10,0,0
123,REP - State Senate Dist 8,Russ Goodman,REP,14866,100,7,7,0,0
124,DEM - State Senate Dist 8,Treva Gear,DEM,9103,100,7,7,0,0
125,REP - STATE SENATE DIST 9,"P. K. Martin, IV (I)",REP,18277,100,1,1,0,0
126,DEM - STATE SENATE DIST 9,Nikki Merritt,DEM,12535,47.73,1,1,0,0
127,DEM - STATE SENATE DIST 9,Cheryle Renee Moses,DEM,6534,24.88,1,1,0,0
128,DEM - STATE SENATE DIST 9,Gabe Okoye,DEM,7193,27.39,1,1,0,0
129,DEM - State Senate Dist 10,Emanuel Jones (I),DEM,32586,76.15,2,2,0,0
130,DEM - State Senate Dist 10,Maurice Raeford,DEM,10205,23.85,2,2,0,0
131,REP - State Senate Dist 11,Dean Burke (I),REP,17355,100,8,8,0,0
132,REP - State Senate Dist 12,Tracy Taylor,REP,7050,100,11,11,0,0
133,DEM - State Senate Dist 12,Edward Ford Ball,DEM,5398,23.23,11,11,0,0
134,DEM - State Senate Dist 12,Freddie Powell Sims (I),DEM,17835,76.77,11,11,0,0
135,REP - State Senate Dist 13,Spud Bowen,REP,10886,43.31,9,9,0,0
136,REP - State Senate Dist 13,Carden H. Summers (I),REP,14248,56.69,9,9,0,0
137,DEM - State Senate Dist 13,Mary Egler,DEM,5428,58.52,9,9,0,0
138,DEM - State Senate Dist 13,Ruenett Melton,DEM,3848,41.48,9,9,0,0
139,REP - State Senate Dist 14,Bruce Thompson (I),REP,23306,100,3,3,0,0
140,DEM - State Senate Dist 14,Travis Johnson,DEM,9303,100,3,3,0,0
141,DEM - State Senate Dist 15,Ed Harbison (I),DEM,11957,53.11,7,7,0,0
142,DEM - State Senate Dist 15,Teddy Reese,DEM,10556,46.89,7,7,0,0
143,REP - State Senate Dist 16,Marty Harbin (I),REP,26013,100,4,4,0,0
144,DEM - State Senate Dist 16,Cinquez Jester,DEM,13472,100,4,4,0,0
145,REP - State Senate Dist 17,Brian Strickland (I),REP,20262,100,3,3,0,0
146,DEM - State Senate Dist 17,Kelly Rose,DEM,23589,100,3,3,0,0
147,REP - State Senate Dist 18,John F. Kennedy (I),REP,22976,100,6,6,0,0
148,REP - State Senate Dist 19,Blake Tillery (I),REP,22672,100,11,11,0,0
149,REP - State Senate Dist 20,Larry Walker (I),REP,20071,93.14,4,4,0,0
150,REP - State Senate Dist 20,Franklin E. Wetmore,REP,1478,6.86,4,4,0,0
151,DEM - State Senate Dist 20,Julius Newberry Johnson,DEM,11991,100,4,4,0,0
152,REP - State Senate Dist 21,Brandon Beach (I),REP,16822,59.11,2,2,0,0
153,REP - State Senate Dist 21,Michael Caldwell,REP,11639,40.89,2,2,0,0
154,DEM - State Senate Dist 22,"Harold V. Jones, II (I)",DEM,25009,100,1,1,0,0
155,REP - State Senate Dist 23,Trey Allen,REP,8090,45.63,11,11,0,0
156,REP - State Senate Dist 23,Max Burns,REP,9640,54.37,11,11,0,0
157,DEM - State Senate Dist 23,Ceretta Smith,DEM,16041,100,11,11,0,0
158,REP - State Senate Dist 24,Lee Anderson (I),REP,26831,100,8,8,0,0
159,REP - State Senate Dist 25,Burt Jones (I),REP,26118,100,9,9,0,0
160,DEM - State Senate Dist 25,Veronica Brinson,DEM,13559,100,9,9,0,0
161,DEM - State Senate Dist 26,"David E. Lucas, Sr. (I)",DEM,23207,83.19,7,7,0,0
162,DEM - State Senate Dist 26,Verbin Weaver,DEM,4688,16.81,7,7,0,0
163,REP - State Senate Dist 27,Greg Dolezal (I),REP,27628,100,1,1,0,0
164,DEM - State Senate Dist 27,Brooke Griffiths,DEM,13259,100,1,1,0,0
165,REP - State Senate Dist 28,Matt Brass (I),REP,25985,100,5,5,0,0
166,REP - State Senate Dist 29,Randy Robertson (I),REP,20241,100,4,4,0,0
167,REP - State Senate Dist 30,Mike Dugan (I),REP,21627,100,3,3,0,0
168,DEM - State Senate Dist 30,Montenia Edwards,DEM,5157,37.66,3,3,0,0
169,DEM - State Senate Dist 30,Afoma Eguh-Okafor,DEM,2836,20.71,3,3,0,0
170,DEM - State Senate Dist 30,Triana Arnold James,DEM,5700,41.63,3,3,0,0
171,REP - State Senate Dist 31,Jason Anavitarte,REP,10639,35.99,3,3,0,0
172,REP - State Senate Dist 31,Boyd Austin,REP,11915,40.3,3,3,0,0
173,REP - State Senate Dist 31,"Robert """"Bobby"""" Mehan",REP,4706,15.92,3,3,0,0
174,REP - State Senate Dist 31,Bobby Wilson,REP,2305,7.8,3,3,0,0
175,DEM - State Senate Dist 31,Tianna Smith,DEM,10414,100,3,3,0,0
176,REP - State Senate Dist 32,Kay Kirkpatrick (I),REP,24337,100,2,2,0,0
177,DEM - State Senate Dist 32,Christine Triebsch,DEM,22892,100,2,2,0,0
178,DEM - State Senate Dist 33,Michael Rhett (I),DEM,23573,100,1,1,0,0
179,DEM - State Senate Dist 34,Valencia M. Seay (I),DEM,28197,100,2,2,0,0
180,DEM - State Senate Dist 35,Karen W. Ashley,DEM,7688,19.16,2,2,0,0
181,DEM - State Senate Dist 35,Donzella James (I),DEM,25430,63.37,2,2,0,0
182,DEM - State Senate Dist 35,Kelly Johnson,DEM,7012,17.47,2,2,0,0
183,DEM - State Senate Dist 36,Nan Orrock (I),DEM,32775,100,1,1,0,0
184,REP - State Senate Dist 37,Lindsey Tippins (I),REP,20605,100,1,1,0,0
185,DEM - State Senate Dist 37,Vanessa Parker,DEM,16597,79.29,1,1,0,0
186,DEM - State Senate Dist 37,"Turner Rentz, III",DEM,4334,20.71,1,1,0,0
187,DEM - State Senate Dist 38,Devin Barrington-Ward,DEM,4469,11.24,2,2,0,0
188,DEM - State Senate Dist 38,Michael Carson,DEM,4090,10.29,2,2,0,0
189,DEM - State Senate Dist 38,Tania Robinson,DEM,10160,25.56,2,2,0,0
190,DEM - State Senate Dist 38,Horacena Tate (I),DEM,21024,52.9,2,2,0,0
191,DEM - State Senate Dist 39,Linda Pritchett,DEM,8662,23.47,1,1,0,0
192,DEM - State Senate Dist 39,Nikema Williams (I),DEM,28246,76.53,1,1,0,0
193,REP - State Senate Dist 40,Garry Guan,REP,10962,100,3,3,0,0
194,DEM - State Senate Dist 40,Sally Harrell (I),DEM,23037,100,3,3,0,0
195,REP - State Senate Dist 41,William Park Freeman,REP,4360,100,2,2,0,0
196,DEM - State Senate Dist 41,Gil Freeman,DEM,3416,12.88,2,2,0,0
197,DEM - State Senate Dist 41,Mohammed Jahangir Hossain,DEM,4049,15.27,2,2,0,0
198,DEM - State Senate Dist 41,Kim Jackson,DEM,14311,53.96,2,2,0,0
199,DEM - State Senate Dist 41,Beverly R. Jones,DEM,4745,17.89,2,2,0,0
200,DEM - State Senate Dist 42,Elena Parent (I),DEM,38289,100,1,1,0,0
201,REP - State Senate Dist 43,Melanie Williams,REP,7127,100,3,3,0,0
202,DEM - State Senate Dist 43,Tonya P. Anderson (I),DEM,34268,100,3,3,0,0
203,REP - State Senate Dist 44,Benjamin Brooks,REP,3054,100,2,2,0,0
204,DEM - State Senate Dist 44,Gail Davenport (I),DEM,27766,67.54,2,2,0,0
205,DEM - State Senate Dist 44,Myah Johnson,DEM,13347,32.46,2,2,0,0
206,REP - State Senate Dist 45/Senador Estatal Dist 45,Sammy Baker,REP,6058,31.75,1,1,0,0
207,REP - State Senate Dist 45/Senador Estatal Dist 45,Clint Dixon,REP,11156,58.47,1,1,0,0
208,REP - State Senate Dist 45/Senador Estatal Dist 45,Noemi Puntier,REP,1865,9.78,1,1,0,0
209,DEM - State Senate Dist 45/Senador Estatal Dist 45,Ernie Anaya,DEM,4451,22.56,1,1,0,0
210,DEM - State Senate Dist 45/Senador Estatal Dist 45,Matielyn Jones,DEM,12826,65.01,1,1,0,0
211,DEM - State Senate Dist 45/Senador Estatal Dist 45,Richard Smith,DEM,2451,12.42,1,1,0,0
212,REP - State Senate Dist 46,Bill Cowsert (I),REP,24456,100,3,3,0,0
213,DEM - State Senate Dist 46,Zachary Perry,DEM,16364,100,3,3,0,0
214,REP - State Senate Dist 47,Frank Ginn (I),REP,21322,100,4,4,0,0
215,DEM - State Senate Dist 47,Dawn Johnson,DEM,12578,100,4,4,0,0
216,REP - State Senate Dist 48,Matt Reeves,REP,11255,100,2,2,0,0
217,DEM - State Senate Dist 48,Michelle Au,DEM,16238,77.64,2,2,0,0
218,DEM - State Senate Dist 48,Josh Uddin,DEM,4677,22.36,2,2,0,0
219,REP - State Senate Dist 49,"Cecil T. """"Butch"""" Miller (I)",REP,24748,100,1,1,0,0
220,REP - State Senate Dist 50,Andy Garrison,REP,5549,14.34,8,8,0,0
221,REP - State Senate Dist 50,Dan Gasaway,REP,2796,7.23,8,8,0,0
222,REP - State Senate Dist 50,Stacy Hall,REP,9443,24.41,8,8,0,0
223,REP - State Senate Dist 50,Bo Hatchett,REP,9073,23.45,8,8,0,0
224,REP - State Senate Dist 50,Tricia Lynne Hise,REP,6972,18.02,8,8,0,0
225,REP - State Senate Dist 50,Lee Moore,REP,4850,12.54,8,8,0,0
226,DEM - State Senate Dist 50,Dee Daley,DEM,5229,100,8,8,0,0
227,REP - State Senate Dist 51,Steve Gooch (I),REP,37496,100,8,8,0,0
228,DEM - State Senate Dist 51,June Krise,DEM,6786,100,8,8,0,0
229,REP - State Senate Dist 52,Chuck Hufstetler (I),REP,22385,100,4,4,0,0
230,DEM - State Senate Dist 52,Charles DeYoung,DEM,6763,100,4,4,0,0
231,REP - State Senate Dist 53,Colton Moore,REP,10274,34.61,4,4,0,0
232,REP - State Senate Dist 53,Jeff Mullis (I),REP,16262,54.78,4,4,0,0
233,REP - State Senate Dist 53,Todd Noblitt,REP,3149,10.61,4,4,0,0
234,REP - State Senate Dist 54,Dan L. McEntire,REP,9597,37.72,4,4,0,0
235,REP - State Senate Dist 54,Chuck Payne (I),REP,15843,62.28,4,4,0,0
236,DEM - State Senate Dist 55,Gloria S. Butler (I),DEM,37594,100,2,2,0,0
237,REP - State Senate Dist 56,John Albers (I),REP,13639,100,2,2,0,0
238,DEM - State Senate Dist 56,Sarah Beeson,DEM,19339,100,2,2,0,0
239,REP - State House Dist 1,Mike Cameron,REP,3166,37.07,2,2,0,0
240,REP - State House Dist 1,John Deffenbaugh,REP,3565,41.74,2,2,0,0
241,REP - State House Dist 1,Vikki Mills,REP,1810,21.19,2,2,0,0
242,REP - State House Dist 2,Steve Tarvin (I),REP,8976,100,3,3,0,0
243,REP - State House Dist 3,Dewayne Hill (I),REP,5349,61.8,1,1,0,0
244,REP - State House Dist 3,Jeff Holcomb,REP,3307,38.2,1,1,0,0
245,REP - State House Dist 4,Kasey Carpenter (I),REP,4649,100,1,1,0,0
246,REP - State House Dist 5,Matt Barton (I),REP,6941,100,2,2,0,0
247,REP - State House Dist 6,Jason T. Ridley (I),REP,7369,100,2,2,0,0
248,REP - State House Dist 7,David Ralston (I),REP,12916,100,3,3,0,0
249,DEM - State House Dist 7,Rick D. Day,DEM,2193,100,3,3,0,0
250,REP - State House Dist 8,Stan Gunter,REP,9917,65.29,4,4,0,0
251,REP - State House Dist 8,Steve Townsend,REP,5273,34.71,4,4,0,0
252,DEM - State House Dist 8,Dave Cooper,DEM,2780,100,4,4,0,0
253,REP - State House Dist 9,Steve Leibel,REP,2748,20.45,3,3,0,0
254,REP - State House Dist 9,Doug Sherrill,REP,2385,17.75,3,3,0,0
255,REP - State House Dist 9,Clint Smith,REP,1107,8.24,3,3,0,0
256,REP - State House Dist 9,Tyler Tolin,REP,954,7.1,3,3,0,0
257,REP - State House Dist 9,Zack Tumlin,REP,1626,12.1,3,3,0,0
258,REP - State House Dist 9,Will Wade,REP,4617,34.36,3,3,0,0
259,DEM - State House Dist 9,Sharon L. Ravert,DEM,1833,100,3,3,0,0
260,REP - State House Dist 10,Victor E. Anderson,REP,5113,42.47,2,2,0,0
261,REP - State House Dist 10,Robert A. Crumley,REP,3637,30.21,2,2,0,0
262,REP - State House Dist 10,Jimmy Dean,REP,3288,27.31,2,2,0,0
263,DEM - State House Dist 10,Nick Mitchell,DEM,1581,100,2,2,0,0
264,REP - State House Dist 11,Rick Jasperse (I),REP,10017,82.51,3,3,0,0
265,REP - State House Dist 11,Charlotte L. Williamson,REP,2123,17.49,3,3,0,0
266,DEM - State House Dist 11,Kayla Hollifield,DEM,1379,100,3,3,0,0
267,REP - State House Dist 12,Eddie Lumsden (I),REP,8413,100,2,2,0,0
268,DEM - State House Dist 12,Jonathan Gilreath-Harvey,DEM,1580,100,2,2,0,0
269,REP - State House Dist 13,Brad Barnes,REP,1284,18.64,1,1,0,0
270,REP - State House Dist 13,Katie Dempsey (I),REP,5606,81.36,1,1,0,0
271,REP - State House Dist 14,Mitchell Scoggins (I),REP,8549,100,2,2,0,0
272,REP - State House Dist 15,Matthew Gambill (I),REP,7411,100,1,1,0,0
273,REP - State House Dist 16,Jennifer Lankford Hulsey,REP,3574,36.19,3,3,0,0
274,REP - State House Dist 16,Trey Kelley (I),REP,6302,63.81,3,3,0,0
275,DEM - State House Dist 16,Lyndsay Arrendale,DEM,1567,100,3,3,0,0
276,REP - State House Dist 17,Martin Momtahan (I),REP,8714,100,1,1,0,0
277,DEM - State House Dist 17,Q. Dailey,DEM,3392,100,1,1,0,0
278,REP - State House Dist 18,Lane Daniel,REP,1695,18.18,2,2,0,0
279,REP - State House Dist 18,Cason Hightower,REP,4374,46.91,2,2,0,0
280,REP - State House Dist 18,Tyler Paul Smith,REP,3255,34.91,2,2,0,0
281,DEM - State House Dist 18,Pat Rhudy,DEM,2346,100,2,2,0,0
282,REP - State House Dist 19,Joseph Gullett (I),REP,7157,100,1,1,0,0
283,DEM - State House Dist 19,Alison Feliciano,DEM,4866,100,1,1,0,0
284,REP - State House Dist 20,Rick Ballew,REP,1220,15.22,1,1,0,0
285,REP - State House Dist 20,Charlice Byrd,REP,3948,49.25,1,1,0,0
286,REP - State House Dist 20,Jessica L. Long,REP,789,9.84,1,1,0,0
287,REP - State House Dist 20,Jordan Ridley,REP,757,9.44,1,1,0,0
288,REP - State House Dist 20,Katrina Singletary,REP,1302,16.24,1,1,0,0
289,DEM - State House Dist 20,Ginny Lennox,DEM,4138,100,1,1,0,0
290,REP - State House Dist 21,Bill Fincher,REP,4475,48.69,1,1,0,0
291,REP - State House Dist 21,"Rajpal """"Raj' Sagoo",REP,1309,14.24,1,1,0,0
292,REP - State House Dist 21,Brad Thomas,REP,3407,37.07,1,1,0,0
293,DEM - State House Dist 21,William D. Hughes,DEM,3320,100,1,1,0,0
