OBJECTID,PRECINCT,LEGISDIST,CONGDIST,SENDIST,COMMDIST,SCHOOLDIST,COUNDIST,FORMERPREC,COMMENTS,SHAPE_LENG,GlobalID,SHAPE_Length,SHAPE_Area
468,K143,40,3,35,C,5,15,J104p,NV,0,{64BF0FF4-595D-44A4-8D8A-0CA8E7477FF2},0.00687741093012706,6.022456908052e-07
469,G104,34,3,35,A,2,8, , ,0,{ED47EF5A-E3E0-469B-A30C-85C7174C4154},0.0236886919952986,2.4327785725854e-05
470,M172,42,3,35,C,1,4,L111p/ L113p, ,0,{2B162B2D-0AA8-4A94-BA37-02969202E86A},0.0258441556600526,2.80867259100744e-05
471,K150,40,3,35,B,5,15,J130p,NV,0,{5D562B07-59A1-41D5-A2E2-B44502B01850},0.00658630515814847,2.17847048685164e-06
472,L149,41,3,33,C,1,4, ,SM,0,{A96D8B7B-3641-496A-A650-D1A2F3C39315},0.0111229731268667,7.40716475441856e-06
473,L155,41,3,33,C,1,9,L117p,SM,0,{C1506DE8-3122-48B3-8FA0-B562EC00095D},0.00804927439363744,3.53003020331197e-06
474,N147,43,3,33,C,1,4,L144p, ,0,{12BAF723-2231-49F9-8766-88F7A9F9856E},0.019641573519766,2.09379176541585e-05
475,L135,41,3,26,A,2,9, , ,0,{743B3F8E-8DF0-46C8-8964-B0E3B9DA2A73},0.0398341055241591,5.90450023534495e-05
476,D142,31,3,20,A,7,11,D143p, ,0,{EF8BAC97-85B0-41F7-A74E-FD69218F5CA1},0.0556871507640768,0.000103196615207578
477,B184,29,3,19,B,6,23,Q119p,SM,0,{9C871BF7-1C69-41BF-A09A-E0B169CEF864},0.0161199464140561,1.62483334143761e-05
478,N149,43,3,33,C,1,1,M103p/M132p,SM,0,{736BCAA0-AFA5-43B1-8FD7-84AA8DD05EB7},0.0164289652638931,1.0359798752309e-05
479,H158,35,3,19,B,6,15,K129p,NV,0,{AE76BE53-C3DC-4D34-A7E6-61B42E555074},0.00364250114520468,7.24703996976156e-07
480,K151,40,3,35,C,4,15,J104p,NV,0,{386BFA7E-0633-41C1-8D76-6A39E3EB4AA1},0.00216258553970461,1.90466208300792e-07
481,J154,38,3,33,C,4,15,K118p,NV,0,{4B036412-AEF3-4FD2-A251-3D1823D48771},0.00848468199704906,3.17832436177439e-06
482,I125,37,3,38,C,5,13, , ,0,{FB990DDA-8811-4AA4-B1DA-9BED49609907},0.0588108717831145,0.00016729679533436
483,C124,30,3,19,A,2,26,C122p/C124p, ,0,{BB49AA0A-CA70-415F-9AEB-822783A7B4A5},0.0509914639565826,7.77155705600984e-05
484,G169,34,3,19,A,2,9,G150p, ,0,{9F641B17-5C18-41AE-9606-E8E466C45EDA},0.0291702163100412,3.60939616768093e-05
485,J151,38,3,37,C,5,13,I123p,SM,0,{09F7FE3B-44C7-4702-B36B-527D707E0F6C},0.0275479262218013,4.33981440020782e-05
486,M165,42,3,19,A,2,8,G142p,NV,0,{508150C1-A222-45A6-8473-6F5B20C5E951},0.00766767247648435,2.21460094977774e-06
487,M164,42,3,19,A,2,9,G140p,SM,0,{1A19F38F-D493-4391-8C87-898BD463C14F},0.0105245466178309,2.94396583544491e-06
488,A141,28,3,37,C,4,25,K132p,SM,0,{296E9D16-74B9-4149-BFE3-FFC0B971D807},0.00978962931934299,5.18287432948653e-06
489,K132,40,3,37,C,4,25, , ,0,{910B3192-6A36-4A55-B1FD-8827BB56F8A4},0.0308366916397081,4.80862927355607e-05
490,M167,42,3,37,C,4,1,O140p,NV,0,{F42FCD60-72E2-46E2-83CB-A05E964BAAB6},0.017458250642537,1.65908684578395e-05
491,I107,37,3,37,B,5,15,I106p, ,0,{34E8CE1F-22D5-4337-8386-A2A6B1CA2C8F},0.0367389529057182,6.13960402397589e-05
492,D121,31,3,19,B,7,22, ,Dry,0,{9D627745-0DA2-4823-A394-08A640D4B80E},0.0397509707859026,7.05644913140211e-05
493,M141,42,3,33,C,1,9, , ,0,{89073DFF-DA96-4C77-9493-98BD0A534897},0.0284459971166707,3.56453391217098e-05
494,L163,41,3,35,C,1,4,L110p, ,0,{5AEC93EB-EDE0-4280-A2B6-95118EACF378},0.00680869342279217,2.79230993813484e-06
495,C151,30,3,35,A,2,26,C124p,SM,0,{D45C794B-ADAA-449A-9E2E-C185502B3D5A},0.00907409885545856,1.86682110588814e-06
496,J146,38,3,35,C,4,15,K118p,NV,0,{DFA8A8ED-E1BB-41F4-8B4B-8FE345FA9AFC},0.000748275491657484,1.71208235002876e-08
497,H145,35,3,38,B,5,24, , ,0,{3FBAECC7-E453-499F-9682-8303DB6C7176},0.032248324360735,5.72022114500078e-05
498,Q139,46,3,19,B,6,23,Q119p, ,0,{C810136B-376C-4E61-8C04-DEA72645F4AC},0.0768958952824271,0.000133318558160857
499,I135,37,3,38,C,5,13,B143p, ,0,{75D9A91A-1799-4C4B-8C0C-CF64839046DE},0.351260990746964,0.00205797768165372
500,G106,34,3,35,A,2,8, , ,0,{B10ACD90-BE26-42F0-8D99-4D1779BE268C},0.0215421343858449,2.38220004424357e-05
501,C110,30,3,35,B,6,2, , ,0,{F89B6A1F-9210-4FAE-9F56-A68B7623870A},0.0405303312158452,5.13725185239731e-05
502,C123,30,3,19,B,2,10, , ,0,{82E295C8-6F53-478D-A87A-0BCCAE037496},0.0244270157393445,3.23031036187849e-05
503,C145,30,3,35,B,6,10, , ,0,{4E589C8B-F107-490C-8EC0-11DC8F4F88DF},0.0344985316637948,2.09587315314214e-05
504,D110,31,3,19,A,2,26, , ,0,{5E30550B-D8CE-4DFD-94EB-755299114944},0.0350809657631946,3.161828744553e-05
505,D144,31,3,19,A,2,26,D109p/D130p, ,0,{33E79062-B99B-4B3D-BA4A-4C3F395F2196},0.0456594023771874,4.84695805344768e-05
506,E157,32,3,36,A,3,7, , ,0,{45EE8EA1-D59E-4944-85E9-04D6DA3B99B7},0.0263009308266819,3.52940042235011e-05
507,E176,32,3,36,A,3,18,E157p, ,0,{EFD71918-3EBB-4E8C-BBCF-0C1A50C681D9},0.0387880359082168,5.6529811311134e-05
508,E161,32,3,36,A,3,18, , ,0,{4E3A0E4E-1211-400D-A59A-D14149F212DE},0.0538943153654362,6.06187209098907e-05
509,F155,33,3,36,A,3A,17, , ,0,{EE4509F9-5654-4A64-A80E-5622CF44BA63},0.0884197268595357,0.000250618147408068
510,F158,33,3,36,A,3,19, , ,0,{FABE01BD-154B-465B-9A05-EF8A87D15DD1},0.0435498820613431,6.17842513488452e-05
511,G149,34,3,19,A,2,26, , ,0,{2C22A5CF-E3C5-4939-9634-B96C9507D0E4},0.0263411249833182,2.41653929629953e-05
512,G162,34,3,19,A,2,8, ,SM,0,{05FC4087-E5CB-4EF9-93D6-2D9E9772BA3B},0.0616154521505024,7.44855171569978e-05
513,G148,34,3,19,A,2,8, , ,0,{C30E1DB7-84B2-40DB-AC80-AB3706C3B9F3},0.0369721792995547,3.38577800704648e-05
514,G166,34,3,19,A,2,8,G129p, ,0,{39B45401-A156-49F6-93F1-55B7B9F34281},0.0150685316315581,1.09962084394696e-05
515,I126,37,3,38,C,5,13, , ,0,{E9B68B0F-F1C3-4AF4-B85A-8A6C05A72B7F},0.0689346034238405,0.000204482605308685
516,M175,42,3,33,A,2,9,G140p,NV,0,{534CA0C1-5539-479E-BD09-A70EDA0907DF},0.00207019505513709,1.53378337719852e-07
517,M174,42,3,19,C,1,9,M143p,SM,0,{66D72B97-3C3B-42DA-808C-F2F27C1198E5},0.00155927794209046,1.10479406316396e-07
518,L108,41,3,33,C,1,4,L149p, ,0,{FAA74AE1-AC0B-4B24-A44A-941B015C80A3},0.0357706498572892,6.22433004067446e-05
519,L110,41,3,33,C,1,4, ,SM,0,{A601CDD8-5CDD-4D1B-8A71-6CD5846184B3},0.0285789979515788,2.36553269369127e-05
520,O138,44,3,37,C,4,1, , ,0,{9888F5B6-5169-461A-8333-EC017E0EBD1B},0.034896242350264,5.73069855682513e-05
521,A105,28,3,37,C,4,12, , ,0,{432918AE-B685-4EF6-8B29-9589BAE74F06},0.0771042943766358,0.000290765751850841
522,N113,43,3,33,C,1,5, , ,0,{D9687CA6-443D-462F-B9A7-CEF0EE07E112},0.0181154096943018,2.01046524354402e-05
523,N124,43,3,33,C,1,5, ,SM,0,{FB0080CB-4F3E-4692-B5EF-E3F5693AF41A},0.00416503800800213,9.68403942263477e-07
524,N127,43,3,33,C,1,5, ,SM,0,{046A111C-A607-4505-A663-0C4519EA0B18},0.0464699386536378,3.0071514103264e-05
525,N137,43,3,33,C,1,5, , ,0,{0C692C74-4BC4-4C93-B442-22FF10D8C0AF},0.0375747155461777,6.19439968782017e-05
526,N138,43,3,33,C,1,5,N111p,SM,0,{4AA7A739-142D-4FBA-9F99-F78F1B6CD27D},0.0119658018976268,7.19116645364085e-06
527,N150,43,3,33,C,1,5,M158,SM,0,{B1AA5298-F351-4D8C-8C68-4CA6F4E65397},0.00496602087190133,1.47050970270748e-06
528,M107,42,3,33,C,1,1, , ,0,{7DF4731E-4940-44F0-B647-4112D7340A46},0.0256857839426441,4.08867529564381e-05
529,M168,42,3,35,C,1,6,K105p, ,0,{9DFF6D7B-27B2-43AB-AA86-3EC71D28F319},0.01041163494953,6.12787001704347e-06
530,L112,41,3,35,C,1,4, , ,0,{F5DAA999-D6A8-44FD-A79E-AED90DCC19CE},0.0347432458073087,4.37327196186976e-05
531,H133,35,3,19,B,6,10, ,SM,0,{B967DD26-7FB2-4E01-BB7E-D0B67930E6C6},0.0102945939266717,5.54169837060908e-06
532,H152,35,3,19,B,6,8,H102p, ,0,{1856EBFD-F3F9-4D29-A404-3DC3730A6694},0.0133578109420853,1.10983443336013e-05
533,H109,35,3,19,B,6,10, , ,0,{C0B0811A-B9EC-44C6-A134-1F73C0BABBA6},0.0201053054826804,2.32299633244756e-05
534,H125,35,3,37,B,6,21, , ,0,{17B54DFF-CFE1-4A4D-9DD6-FE8F54269799},0.043481194157537,4.87620789166265e-05
535,H159,35,3,38,B,5,24,Q118p, ,0,{3443C0A9-6DF5-4D34-A902-338723D66A99},0.0265280033804682,2.61673210155321e-05
536,H123,35,3,35,B,6,21, , ,0,{4CC193BB-826D-4C9A-9571-43AE69A37FBA},0.124664063533726,0.000329909060760976
537,H126,35,3,35,B,6,21, , ,0,{405809D4-6D39-4100-9784-D6D1AE7EAF10},0.0310519170130311,5.37979647310497e-05
538,H150,35,3,19,B,6,10, ,SM,0,{13E6A146-B0EF-4F35-AE95-2C0AB1C19438},0.0125118769560486,2.65388298317748e-06
539,E185,32,3,36,A,3,7,E151p/E155p, ,0,{386D0ABC-EC2D-4E58-8118-070B2DFD6D3B},0.0206246248258067,2.18630453421134e-05
540,K148,40,3,33,C,4,15,J131, ,0,{F0A67C82-F3FA-4BFB-9FF0-182C4D766896},0.0348457472481522,6.39838513834447e-05
541,V103,36,4,14,B,7,20,B161p, ,0,{1AFFF48B-26F4-405D-B088-06D9AFEF8013},0.308676326725032,0.00283662463128798
542,B161,29,4,14,B,7,20, ,SM,0,{C868B459-A806-4AF2-A6B7-72884AD23FCC},0.216721033062266,0.000865491946922172
543,O136,44,3,37,C,4,12, , ,0,{E81FD2E0-E4AB-4A1F-98AC-532B0632B07D},0.0716064983765173,0.00021433393493703
544,B153,29,3,14,B,7,20, ,SM,0,{F4004A38-9137-4268-83AC-FE7B8CA23220},0.161585660243809,0.000792009893165782
545,G167,34,3,19,A,2,26,C122p/C124p, ,0,{E98E25B3-2425-4616-A990-19D567854748},0.0277114259799025,3.30606117129686e-05
546,E167,32,3,20,A,7,18, , ,0,{FEA38EED-D490-4851-8928-D6187ADF8E12},0.110076512635455,0.00032522819654692
547,G155,34,3,19,A,2,26,C129p/G154p, ,0,{78B7A0BB-EE11-44B4-AAF8-FCE27CF67E3F},0.0749854065587337,0.000101301483223811
548,E143,32,3,36,A,2,26, , ,0,{AEB5ECE6-84A7-4875-B5DD-39485C9621E4},0.0581289865998017,0.000108019794801351
549,G140,34,3,19,A,2,9, , ,0,{E000B8A8-7A4B-4620-A4F1-B2CF6A0504C3},0.0265809848443119,4.02569728619337e-05
550,M162,42,3,35,B,2,8,G103p, ,0,{7A6B41BB-3E2C-4C7C-B6AB-31135CC9A896},0.0199028571042694,1.81257360195889e-05
551,G124,34,3,19,B,2,8, , ,0,{A060761C-36FD-4EE7-9821-B82E8485F854},0.0447908642880465,7.3268046407779e-05
552,A118,28,3,37,C,4,14, ,Dry,0,{F2422CB6-0097-484A-B800-F63046D82718},0.0494033340493291,9.09423625685461e-05
553,C125,30,3,35,B,2,10, , ,0,{CB60CFDA-7C5D-4299-AD94-04EA89811D0C},0.034239444189307,4.86361429772183e-05
554,C143,30,3,35,B,6,21, , ,0,{990EFC89-F16D-4DCC-9DC0-85EB28A3E9A9},0.049493740399453,0.000100642039697026
555,D138,31,3,19,B,7,11, , ,0,{84DB988A-717A-4EE3-9BF3-BF48A11A5FFA},0.0543365942240905,0.000123312828566592
556,D135,31,3,19,A,2,26, , ,0,{0951C336-1FEC-4132-8080-D31FBCE916AD},0.0522409163668128,6.07201265378293e-05
557,D104,31,3,19,A,2,26, , ,0,{E43DE646-383E-45AB-AD6C-21FE2FBB9A8B},0.0437093063674828,7.17077855241483e-05
558,F172,33,3,36,A,3,17, , ,0,{AC43358E-3928-4C44-93C7-9BDB95101958},0.0448910914421282,7.79913006331901e-05
559,G112,34,3,19,B,2,8, , ,0,{7B86E1B6-6D80-46A9-AA64-F6A79BBF1986},0.0466749419791812,5.87130822911176e-05
560,H151,35,3,19,B,6,10, ,SM,0,{9A69144B-6511-4E33-96C3-8D1DB8426F56},0.010964278968522,5.1757339185192e-06
561,I112,37,3,37,B,5,21, , ,0,{DE929300-4A55-434F-A72D-CE581054A4CB},0.0406543718426109,0.000101411007704118
562,O135,44,3,37,C,4,12, , ,0,{2978BBE9-A477-4CC6-8286-6A043125C4B6},0.124415855102268,0.000656115163365789
563,Q107,46,3,35,B,6,24, , ,0,{60F95A3F-23A5-4CA6-9037-8BE7977518A4},0.100932869654752,0.000270418647014838
564,S167,48,3,26,A,3,16,N133, ,0,{994A73D1-58B5-4E09-B255-E8EA68A57352},0.121750393365069,0.0008421939813348
565,L119,41,3,33,A,1,9, , ,0,{4AF7C13B-F519-4749-9FA4-4ED16E48ED6F},0.0327183568557034,4.62976549671144e-05
566,L117,41,3,33,C,1,9, , ,0,{11744135-2E57-4444-BEC9-8B265F02B3C8},0.0424646071195713,6.5568083916301e-05
567,M129,42,3,35,C,1,6, , ,0,{2041ECEA-B4B9-4B67-AC05-D95DD8393E37},0.0641875744733566,0.000110959023643469
568,L164,41,3,33,C,1,9,L117p, ,0,{5CE65764-28A5-4389-A993-51ED5E49673C},0.0755235559640323,0.000171557950313803
569,N135,43,3,33,C,1,9,L117p, ,0,{E7C14D25-1BD1-46D3-A782-B5D233847CAA},0.0932635204731511,0.000274099455223117
570,N130,43,3,26,A,2,9, , ,0,{151380CE-C84A-457C-BC52-F1522A3A4984},0.0862552544775085,0.00024082844336044
571,S141,48,3,36,A,3,17, , ,0,{CC5880C7-EC57-42EF-A179-58709BC5353A},0.0531507133310246,0.000143275540751235
572,S139,48,3,26,A,3,16, , ,0,{09B554EA-E676-4475-B20A-3384FDA6D691},0.0923751933752442,0.000213277398503443
573,G126,34,3,19,B,2,8, , ,0,{0BF7CE3C-0536-44C6-B09E-2A3D5ACD84FB},0.0368751342575891,6.77894806174512e-05
574,O133,44,3,37,C,4,14, , ,0,{B3F1FC84-4693-499D-9165-7D522B6682E0},0.0790303852526396,0.000269633694499957
575,I143,37,3,38,B,5,24,H145p,SM,0,{A4B5AF1B-531E-43B5-BE58-96CE3BCBD619},0.0309066615296335,4.05903046347249e-05
576,V116,36,3,20,A,7,11,F150, ,0,{1192B1C8-960E-4826-9D29-8814B916A1F6},0.176025867981659,0.000888440175174266
577,F176,33,3,36,A,3,19, , ,0,{EC55D2A5-B696-4895-A60B-C732A112E781},0.0476107957290689,0.000106583159190679
578,I155,37,3,38,B,5,23,Q135,SM,0,{F6BF40EB-3E8E-46C3-854E-0FDCC2C8BCCF},0.0156474048881633,7.2323856631466e-06
579,L118,41,3,26,A,2,9, , ,0,{81129967-1A53-465B-9E40-FD5B417D11E8},0.0665803965179199,0.000127040997251452
580,J142,38,3,37,C,4,25,A128p,SM,0,{423EDF97-845B-4CD3-AAE5-B0C758B54274},0.0115777371709989,1.75926528851626e-06
581,H130,35,3,35,B,6,21, ,NV,0,{B50AD9C3-FD10-4A04-9AE5-005BF780766B},0.114938560378905,0.000450256650902099
582,I156,37,3,38,C,5,13,I125p, ,0,{4879EFF8-3F88-444A-8C78-D59F77B94DB4},0.0355521689742126,6.34380407054746e-05
583,H124,35,3,37,B,6,21, , ,0,{05AA82F7-A29F-4B41-9B00-BCF34634F157},0.0673906172551382,0.000153299942484158
584,A135,28,3,37,C,4,25, ,pDry,0,{1C66148F-50D4-4415-A3DF-9020E4019EF1},0.0579576451397306,0.000107575042620985
585,J122,38,3,37,C,5,13, , ,0,{F5A027CE-D595-42E8-8BBD-F5D8B9611BA5},0.0796341543808994,0.000341551332615216
586,J155,38,3,10,C,5,14,B125p/J139p,pDry,0,{921521AB-3C69-4623-A920-E005399AD7D9},0.207054155263775,0.00174543317865054
587,A134,28,3,10,C,5,14, , ,0,{494F1795-D0EF-4C22-942E-1A9BA40AEB56},0.0849168479902437,0.000212670674677087
588,J123,38,3,38,C,5,14, ,pDry,0,{60ACA29F-CE0A-4C95-8B65-415C5D60C1A3},0.160923870489674,0.000413962174941978
589,A131,28,3,37,C,4,25, , ,0,{3A9B20AE-9F4D-4F2F-88A4-BCFFDC090B4F},0.111369766362943,0.000255954633867411
590,I122,37,3,37,C,5,13, , ,0,{15C3CC53-9291-4D46-AF09-58F51FF5D375},0.0406471492894688,5.37121710023507e-05
591,I151,37,3,38,B,5,24,Q118p, ,0,{F215304E-58EB-43E7-9057-4F80EF671A02},0.054322483134135,0.000128095685525191
592,Q116,46,3,35,B,5,24, , ,0,{19856DC0-7F17-41DB-9296-2BA0622A7314},0.0469118636619862,0.000124283871606085
593,H138,35,3,35,B,5,24, , ,0,{9E4A93D8-364C-482E-B9AB-E878C9F30D1B},0.0641950003179624,0.00018344298709801
594,Q109,46,3,19,B,6,23, , ,0,{EB9FE036-0F3B-4F8C-8922-C7C101C336A0},0.0668744781696447,0.000218543470958842
595,A123,28,3,37,C,4,25, , ,0,{86136E73-317E-4311-8A40-E011017F7FC9},0.133513311122936,0.000374154257517026
596,J105,38,3,33,B,5,15, , ,0,{25CBAAEC-1A5D-4C9F-8A4F-41D83FF229F8},0.110614693480987,0.000423328737554609
597,J101,38,3,35,C,5,15, , ,0,{569E007E-E5FF-4295-8492-C3E2236BD665},0.0465678607752208,6.85103350234866e-05
598,K133,40,3,35,B,6,15, , ,0,{A77C3CFC-E34D-4876-A7D8-2F6493F9E8EC},0.0331172409118624,4.35929431076424e-05
599,H141,35,3,19,B,6,10, , ,0,{1BA97F33-2E31-4902-9CC5-6449A038BD22},0.0541452497224133,4.78112798605043e-05
600,F166,33,3,36,A,3,19, , ,0,{9FF649C4-6044-4C66-BB3D-43FE315CAABD},0.0635582278208596,0.000112655790403942
601,V120,36,3,36,A,7,19,F168, ,0,{3D7DE342-8051-43E2-B2B2-1520A0E3AF31},0.0983521634227357,0.000369411372275536
602,M139,42,3,35,C,6,4, , ,0,{C0D3CE91-A4E0-4342-B518-6A13AF0EBA08},0.0555167822815395,5.96281987930962e-05
603,L161,41,3,33,C,1,5,N119, ,0,{B05523BB-5533-4138-B32D-FA8250B26661},0.0406646223973203,6.89378851176909e-05
604,N146,43,3,26,A,2,9,L135p, ,0,{150E6F53-B41A-4FB9-AE72-68066DE0F7CB},0.0397586829031492,6.39032317187785e-05
605,E152,32,3,26,A,3,16, , ,0,{79C5525C-C3FE-4241-93F5-998FAE5D9816},0.0652458025975244,0.000162658426444591
606,S150,48,3,36,A,3,17, , ,0,{DF65CC17-0F9B-40CB-A948-A067F0A31346},0.0636463443332549,0.000165086689217638
607,F187,33,3,36,A,3,16,T104, ,0,{3EB61181-3D74-49B5-A63B-62DA5F994605},0.0357605791013752,6.82282039148351e-05
608,N139,43,3,33,C,1,1,N113p,SM,0,{ECD02937-A0D8-4817-99FC-38B828E5E01D},0.0139619774256069,9.00108308178627e-06
609,V122,36,4,20,A,7,20,F177,NV,0,{D17798BD-535D-4209-9FC2-28A7F2BAC0A1},0.0120689273926935,5.22931099443252e-06
610,V118,36,3,36,A,3,19,F158p/F159, ,0,{CD7176AD-C835-40A8-BA31-32115F2638C2},0.069697007125935,0.000143479105590315
611,O107,44,3,33,C,4,1, , ,0,{FD8FAD24-3106-4D15-B6D7-56CDE20E01B9},0.0826258344062529,0.000187495395017054
612,H160,35,3,38,B,5,24,Q131p, ,0,{4CD0DF15-CC7C-41AA-9F31-0EA13CF54BA3},0.0554392521655983,0.000141649898429195
613,H157,35,3,19,B,2,8,G111p,SM,0,{7842037D-D72D-49E7-92F6-B3AC4510C268},0.00637360356065878,2.04129900193408e-06
614,H112,35,3,19,B,6,10,G111p, ,0,{879E6CBA-C45D-453C-8340-7F5BAC50F890},0.160835764992163,0.000365390991830936
615,V132,36,3,14,B,7,20,B153p, ,0,{F1A23A7A-E627-45CF-9A4C-F2EA319A2E32},0.0377180914188901,4.93152328228418e-05
616,M121,42,3,35,C,1,6,M120p, ,0,{52FBF77C-1647-4EDD-BC8A-6C5A292905FB},0.0378510446765796,5.78524091451293e-05
617,A125,28,3,37,C,4,25,A124p, ,0,{A8F471D4-2FF4-4A21-A2BC-D221A49E5C52},0.134070138367378,0.000360931926615146
618,C101,30,3,35,B,6,10, , ,0,{4335C6D2-080A-458E-A5A4-9E2E1F155F62},0.125145147342561,0.000608240218105015
619,V102,36,3,14,B,7,20,B153p, ,0,{3ABEBEEC-C5B5-40ED-B490-2EBD6079FD67},0.115791887583359,0.000455796358924282
620,J144,38,3,37,C,4,25,A125p, ,0,{E8C8ADE9-E729-4FED-A8BD-3ED8BC35D306},0.0731966135367073,0.00013174020001622
621,J119,38,3,37,B,5,25, , ,0,{F0C217FA-64A6-4167-8BA5-D62F6DF02169},0.0387935297301664,7.69511750857452e-05
622,N145,43,3,33,C,1,4,L107, ,0,{3B3BEBD0-59FA-42A8-9152-A01A7737D264},0.0339215604266543,3.58665865241911e-05
623,Q136,46,3,35,B,6,21,Q124p, ,0,{6433337C-AF6A-4466-912D-FDB5C2561C1A},0.0499027566765317,0.000104210416979646
