"state_fip","question","response","pct","pct_low","pct_upp","total_n"
"39","q6i",2,20.66,16.48,24.84,500
"39","q6i",3,21.41,17.51,25.31,500
"39","q6i",4,42.31,37.51,47.1,500
"42","q6i",1,21.41,17.34,25.48,500
"42","q6i",2,15.89,12.56,19.23,500
"42","q6i",3,20.23,16.43,24.03,500
"42","q6i",4,42.47,37.7,47.23,500
"55","q6i",1,21.72,17.78,25.66,500
"55","q6i",2,16.69,13.19,20.19,500
"55","q6i",3,21.51,17.53,25.49,500
"55","q6i",4,40.08,35.41,44.76,500
"04","q7a",1,6.91,3.74,10.08,500
"04","q7a",2,8.06,3.89,12.24,500
"04","q7a",3,4.36,2.54,6.17,500
"04","q7a",4,80.67,75.63,85.72,500
"12","q7a",1,9.8,7.04,12.57,500
"12","q7a",2,6.36,4.13,8.58,500
"12","q7a",3,8.84,5.59,12.1,500
"12","q7a",4,75,70.69,79.3,500
"26","q7a",1,7.46,4.56,10.36,500
"26","q7a",2,6.81,3.73,9.88,500
"26","q7a",3,6.59,4.09,9.09,500
"26","q7a",4,79.14,74.67,83.62,500
"37","q7a",1,11.21,7.44,14.98,500
"37","q7a",2,6.98,4.48,9.48,500
"37","q7a",3,7.97,5.34,10.6,500
"37","q7a",4,73.84,69.19,78.5,500
"39","q7a",1,8.8,5.93,11.66,500
"39","q7a",2,4.34,2.4,6.27,500
"39","q7a",3,11.76,8.33,15.2,500
"39","q7a",4,75.1,70.71,79.49,500
"42","q7a",1,8.4,5.8,11.01,500
"42","q7a",2,4.99,2.99,6.99,500
"42","q7a",3,6.73,4.07,9.39,500
"42","q7a",4,79.87,75.97,83.78,500
"55","q7a",1,4.48,2.4,6.55,500
"55","q7a",2,5.12,2.7,7.54,500
"55","q7a",3,7.35,4.69,10.02,500
"55","q7a",4,83.06,79.2,86.91,500
"04","q7b",1,7.83,4.96,10.71,500
"04","q7b",2,9.09,5.67,12.5,500
"04","q7b",3,15.51,11.58,19.43,500
"04","q7b",4,67.57,62.41,72.73,500
"12","q7b",1,15.71,11.74,19.68,500
"12","q7b",2,10.36,7.61,13.11,500
"12","q7b",3,13.16,10.08,16.23,500
"12","q7b",4,60.77,56.05,65.49,500
"26","q7b",1,9.22,6.21,12.22,500
"26","q7b",2,9.2,5.98,12.41,500
"26","q7b",3,12.03,8.73,15.33,500
"26","q7b",4,69.56,64.73,74.38,500
"37","q7b",1,13.91,10.41,17.41,500
"37","q7b",2,11.02,7.43,14.6,500
"37","q7b",3,15.62,11.82,19.42,500
"37","q7b",4,59.45,54.4,64.5,500
"39","q7b",1,13.95,10.6,17.3,500
"39","q7b",2,10.17,6.98,13.36,500
"39","q7b",3,15.87,12.04,19.69,500
"39","q7b",4,60.01,55.15,64.87,500
"42","q7b",1,14.64,11.37,17.92,500
"42","q7b",2,11.96,8.54,15.38,500
"42","q7b",3,10.44,7.76,13.12,500
"42","q7b",4,62.95,58.32,67.59,500
"55","q7b",1,10.31,7.39,13.23,500
"55","q7b",2,8.89,6.16,11.63,500
"55","q7b",3,16.65,12.83,20.47,500
"55","q7b",4,64.15,59.47,68.82,500
"04","q7c",1,10.09,6.62,13.57,500
"04","q7c",2,11.58,7.65,15.51,500
"04","q7c",3,19.94,15.56,24.31,500
"04","q7c",4,58.39,52.93,63.86,500
"12","q7c",1,17.73,14.13,21.34,500
"12","q7c",2,13.45,10.17,16.73,500
"12","q7c",3,22.48,18.25,26.71,500
"12","q7c",4,46.33,41.62,51.05,500
"26","q7c",1,14.73,11,18.47,500
"26","q7c",2,11.26,7.99,14.53,500
"26","q7c",3,21.46,16.78,26.14,500
"26","q7c",4,52.54,47.3,57.79,500
"37","q7c",1,20.73,16.37,25.1,500
"37","q7c",2,14.62,11.26,17.99,500
"37","q7c",3,19.45,15.68,23.21,500
"37","q7c",4,45.2,40.17,50.22,500
"39","q7c",1,16.48,12.89,20.06,500
"39","q7c",2,11.88,8.55,15.21,500
"39","q7c",3,19.48,15.66,23.3,500
"39","q7c",4,52.17,47.31,57.03,500
"42","q7c",1,17.2,13.75,20.65,500
"42","q7c",2,13.95,10.77,17.13,500
"42","q7c",3,20.63,16.34,24.93,500
"42","q7c",4,48.21,43.42,53.01,500
"55","q7c",1,10.77,7.72,13.83,500
"55","q7c",2,12.72,9.46,15.97,500
"55","q7c",3,23.28,19.16,27.4,500
"55","q7c",4,53.23,48.45,58.01,500
"04","q7d",1,21.13,16.45,25.81,500
"04","q7d",2,9.38,5.9,12.86,500
"04","q7d",3,15.45,11.86,19.04,500
"04","q7d",4,54.04,48.59,59.48,500
"12","q7d",1,27.76,23.21,32.31,500
"12","q7d",2,9.51,6.89,12.13,500
"12","q7d",3,16.62,13.22,20.02,500
"12","q7d",4,46.11,41.39,50.83,500
"26","q7d",1,17.25,13.43,21.07,500
"26","q7d",2,11.11,7.64,14.58,500
"26","q7d",3,13.2,9.64,16.75,500
"26","q7d",4,58.44,53.29,63.59,500
"37","q7d",1,26.88,22.28,31.49,500
"37","q7d",2,13.74,10.41,17.07,500
"37","q7d",3,13.77,10.2,17.35,500
"37","q7d",4,45.6,40.6,50.6,500
"39","q7d",1,21.28,17.22,25.34,500
"39","q7d",2,12.75,9.47,16.03,500
"39","q7d",3,11.14,8.22,14.07,500
"39","q7d",4,54.82,49.98,59.67,500
"42","q7d",1,25.44,21.3,29.58,500
"42","q7d",2,10.62,7.51,13.74,500
"42","q7d",3,12.61,9.49,15.72,500
"42","q7d",4,51.33,46.53,56.14,500
"55","q7d",1,19.41,15.6,23.21,500
"55","q7d",2,8.59,5.92,11.27,500
"55","q7d",3,17.08,13.34,20.83,500
"55","q7d",4,54.91,50.14,59.69,500
"04","q7e",1,15.48,11.63,19.34,500
"04","q7e",2,16.42,11.67,21.17,500
"04","q7e",3,24.52,20.1,28.93,500
"04","q7e",4,43.58,38.23,48.94,500
"12","q7e",1,25.29,21.15,29.43,500
"12","q7e",2,18.26,14.25,22.26,500
"12","q7e",3,21.32,17.65,24.99,500
"12","q7e",4,35.13,30.62,39.63,500
"26","q7e",1,19.86,15.83,23.88,500
"26","q7e",2,14.11,10.4,17.82,500
"26","q7e",3,22.67,18.16,27.18,500
"26","q7e",4,43.36,38.2,48.52,500
"37","q7e",1,27.92,23.25,32.58,500
"37","q7e",2,17.42,13.82,21.02,500
"37","q7e",3,21.24,17.39,25.1,500
"37","q7e",4,33.42,28.55,38.29,500
"39","q7e",1,25.07,20.86,29.28,500
"39","q7e",2,18.11,14.29,21.92,500
"39","q7e",3,22.15,18,26.3,500
"39","q7e",4,34.67,30.12,39.21,500
"42","q7e",1,28.08,23.79,32.38,500
"42","q7e",2,17.85,14.32,21.39,500
"42","q7e",3,21.1,17.06,25.13,500
"42","q7e",4,32.97,28.42,37.51,500
"55","q7e",1,20.1,16.34,23.86,500
"55","q7e",2,19.01,15.05,22.96,500
"55","q7e",3,25.28,21.21,29.36,500
"55","q7e",4,35.61,31.06,40.16,500
"04","q7f",1,20.96,16.4,25.52,500
"04","q7f",2,13.25,9.26,17.24,500
"04","q7f",3,16.73,12.56,20.91,500
"04","q7f",4,49.06,43.63,54.49,500
"12","q7f",1,29.11,24.75,33.47,500
"12","q7f",2,14.76,10.98,18.54,500
"12","q7f",3,14.96,11.79,18.14,500
"12","q7f",4,41.17,36.54,45.79,500
"26","q7f",1,18.04,14.36,21.71,500
"26","q7f",2,11,7.39,14.61,500
"26","q7f",3,12.59,9.44,15.73,500
"26","q7f",4,58.38,53.29,63.46,500
"37","q7f",1,29.32,24.63,34.01,500
"37","q7f",2,12.54,9.45,15.63,500
"37","q7f",3,17.7,13.8,21.61,500
"37","q7f",4,40.44,35.51,45.37,500
"39","q7f",1,22.84,18.75,26.94,500
"39","q7f",2,12.16,8.96,15.36,500
"39","q7f",3,14.6,11.03,18.17,500
"39","q7f",4,50.4,45.54,55.26,500
"42","q7f",1,26.38,22.21,30.55,500
"42","q7f",2,11.54,8.63,14.45,500
"42","q7f",3,16.6,12.84,20.35,500
"42","q7f",4,45.49,40.69,50.28,500
"55","q7f",1,19.55,15.77,23.33,500
"55","q7f",2,13.86,10.55,17.16,500
"55","q7f",3,15.36,11.63,19.08,500
"55","q7f",4,51.24,46.46,56.02,500
"04","q7g",1,23.51,18.79,28.23,500
"04","q7g",2,15.03,11.56,18.5,500
"04","q7g",3,27.27,22.03,32.51,500
"04","q7g",4,34.19,29.22,39.16,500
"12","q7g",1,33.3,28.63,37.98,500
"12","q7g",2,20.63,16.84,24.42,500
"12","q7g",3,19.21,15.7,22.72,500
"12","q7g",4,26.86,22.73,30.99,500
"26","q7g",1,30.13,25.39,34.88,500
"26","q7g",2,16.73,12.71,20.74,500
"26","q7g",3,18.47,14.3,22.63,500
"26","q7g",4,34.67,29.75,39.59,500
"37","q7g",1,35.8,30.94,40.66,500
"37","q7g",2,22.33,18.41,26.26,500
"37","q7g",3,20.25,16.08,24.42,500
"37","q7g",4,21.62,17.38,25.86,500
"39","q7g",1,29.74,25.3,34.18,500
"39","q7g",2,19.09,15.18,23,500
"39","q7g",3,20.86,16.87,24.84,500
"39","q7g",4,30.31,25.91,34.71,500
"42","q7g",1,38.12,33.46,42.78,500
"42","q7g",2,19.79,16.03,23.54,500
"42","q7g",3,14.74,11.58,17.89,500
"42","q7g",4,27.36,22.88,31.84,500
"55","q7g",1,26.47,22.31,30.63,500
"55","q7g",2,22.04,18.16,25.93,500
"55","q7g",3,24.65,20.42,28.87,500
"55","q7g",4,26.84,22.6,31.09,500
"04","q7h",1,21.37,16.87,25.87,500
"04","q7h",2,19.02,14.62,23.42,500
"04","q7h",3,23.69,18.99,28.39,500
"04","q7h",4,35.91,30.79,41.04,500
"12","q7h",1,37.97,33.34,42.61,500
"12","q7h",2,15.24,11.54,18.95,500
"12","q7h",3,19.68,16.09,23.28,500
"12","q7h",4,27.1,22.95,31.25,500
"26","q7h",1,29.96,25.2,34.72,500
"26","q7h",2,16.01,12.08,19.94,500
"26","q7h",3,17.32,13.74,20.91,500
"26","q7h",4,36.7,31.58,41.83,500
"37","q7h",1,36.41,31.54,41.28,500
"37","q7h",2,19.72,15.64,23.79,500
"37","q7h",3,17.48,13.94,21.02,500
"37","q7h",4,26.39,21.86,30.92,500
"39","q7h",1,33.54,28.89,38.18,500
"39","q7h",2,17.44,13.84,21.05,500
"39","q7h",3,18.48,14.88,22.07,500
"39","q7h",4,30.54,26,35.08,500
"42","q7h",1,38.24,33.59,42.89,500
"42","q7h",2,20.34,16.37,24.32,500
"42","q7h",3,17.18,13.64,20.71,500
"42","q7h",4,24.24,20.08,28.39,500
"55","q7h",1,31.01,26.69,35.34,500
"55","q7h",2,20.27,16.36,24.17,500
"55","q7h",3,21.57,17.58,25.56,500
"55","q7h",4,27.15,22.89,31.42,500
"04","q7i",1,22.49,18.04,26.95,500
"04","q7i",2,18.85,14.38,23.32,500
"04","q7i",3,26.82,21.61,32.03,500
"04","q7i",4,31.84,27.13,36.55,500
"12","q7i",1,35.08,30.54,39.63,500
"12","q7i",2,19.16,15.18,23.14,500
"12","q7i",3,19.66,16.01,23.32,500
"12","q7i",4,26.09,22.01,30.17,500
"26","q7i",1,24.89,20.54,29.24,500
"26","q7i",2,17.75,13.37,22.13,500
"26","q7i",3,16.95,13.47,20.44,500
"26","q7i",4,40.41,35.24,45.58,500
"37","q7i",1,34.74,29.91,39.58,500
"37","q7i",2,21.93,17.94,25.92,500
"37","q7i",3,17.04,13.52,20.57,500
"37","q7i",4,26.29,21.61,30.96,500
"39","q7i",1,30.89,26.32,35.46,500
"39","q7i",2,17.95,14.3,21.6,500
"39","q7i",3,17.62,14.11,21.13,500
"39","q7i",4,33.54,28.91,38.16,500
"42","q7i",1,34.9,30.38,39.42,500
"42","q7i",2,18.71,14.82,22.6,500
"42","q7i",3,15.76,12.28,19.25,500
"42","q7i",4,30.62,26.17,35.07,500
"55","q7i",1,25.48,21.39,29.56,500
"55","q7i",2,19.39,15.67,23.1,500
"55","q7i",3,21.26,17.15,25.38,500
"55","q7i",4,33.87,29.39,38.36,500
"04","q8a",1,43.82,38.45,49.19,500
"04","q8a",2,32.82,27.61,38.03,500
"04","q8a",3,10.83,7.76,13.89,500
"04","q8a",4,12.53,8.7,16.37,500
"12","q8a",1,32.24,27.89,36.59,500
"12","q8a",2,33.54,28.93,38.14,500
"12","q8a",3,17.76,14.19,21.32,500
"12","q8a",4,16.46,12.93,20,500
"26","q8a",1,39.02,34.08,43.95,500
"26","q8a",2,31.77,27.06,36.49,500
"26","q8a",3,19.55,14.51,24.58,500
"26","q8a",4,9.66,6.9,12.42,500
"37","q8a",1,21.99,17.82,26.17,499
"37","q8a",2,38.25,33.36,43.13,499
"37","q8a",3,21.41,17.47,25.35,499
"37","q8a",4,18.35,14.15,22.55,499
"39","q8a",1,34.49,29.89,39.1,500
"39","q8a",2,35.39,30.71,40.06,500
"39","q8a",3,13.65,10.33,16.98,500
"39","q8a",4,16.47,12.88,20.05,500
"42","q8a",1,33.49,28.89,38.08,500
"42","q8a",2,31.73,27.31,36.16,500
"42","q8a",3,17.63,14,21.26,500
"42","q8a",4,17.15,13.53,20.77,500
"55","q8a",1,36.25,31.79,40.71,500
"55","q8a",2,38.41,33.67,43.14,500
"55","q8a",3,14.42,11.13,17.72,500
"55","q8a",4,10.92,7.81,14.03,500
"04","q8b",1,67.58,62.2,72.95,500
"04","q8b",2,16.97,12.69,21.24,500
"04","q8b",3,8.9,4.93,12.88,500
"04","q8b",4,6.55,4.14,8.97,500
"12","q8b",1,65.08,60.48,69.69,500
"12","q8b",2,19.16,15.52,22.8,500
"12","q8b",3,7.28,4.85,9.72,500
"12","q8b",4,8.48,5.32,11.63,500
"26","q8b",1,77.56,72.95,82.16,500
"26","q8b",2,11.91,8.46,15.36,500
"26","q8b",3,4.94,2.08,7.8,500
"26","q8b",4,5.59,3.19,7.99,500
"37","q8b",1,68.51,63.92,73.11,500
"37","q8b",2,18.02,14.09,21.95,500
"37","q8b",3,6.82,4.52,9.11,500
"37","q8b",4,6.66,4.41,8.9,500
"39","q8b",1,69.9,65.29,74.5,500
"39","q8b",2,16.84,13.09,20.58,500
"39","q8b",3,6.19,3.32,9.05,500
"39","q8b",4,7.08,4.75,9.41,500
"42","q8b",1,72.66,68.25,77.06,500
"42","q8b",2,13.02,9.82,16.22,500
"42","q8b",3,5.42,3.35,7.48,500
"42","q8b",4,8.91,5.74,12.09,500
"55","q8b",1,75.14,70.84,79.44,500
"55","q8b",2,14.23,10.64,17.83,500
"55","q8b",3,4.53,2.39,6.66,500
"55","q8b",4,6.1,3.86,8.33,500
"04","q8c",1,54.1,48.59,59.62,500
"04","q8c",2,27.21,22.03,32.38,500
"04","q8c",3,10.08,6.23,13.94,500
"04","q8c",4,8.61,5.64,11.58,500
"12","q8c",1,56.54,51.8,61.28,500
"12","q8c",2,25.75,21.41,30.09,500
"12","q8c",3,9.7,7.01,12.4,500
"12","q8c",4,8.01,5.54,10.47,500
"26","q8c",1,56.88,51.62,62.14,500
"26","q8c",2,26.98,22.01,31.95,500
"26","q8c",3,10.01,6.65,13.37,500
"26","q8c",4,6.12,4,8.24,500
"37","q8c",1,64.46,59.73,69.18,500
"37","q8c",2,21.27,17.17,25.37,500
"37","q8c",3,7.16,4.84,9.48,500
"37","q8c",4,7.11,4.74,9.48,500
"39","q8c",1,56.51,51.65,61.37,500
"39","q8c",2,26.17,21.69,30.65,500
"39","q8c",3,7.71,5.16,10.26,500
"39","q8c",4,9.61,6.84,12.37,500
"42","q8c",1,49,44.19,53.81,500
"42","q8c",2,26.55,22.39,30.72,500
"42","q8c",3,11.75,8.5,15.01,500
"42","q8c",4,12.69,9.43,15.95,500
"55","q8c",1,59.19,54.45,63.93,500
"55","q8c",2,27.34,22.96,31.73,500
"55","q8c",3,6.73,4.27,9.19,500
"55","q8c",4,6.74,4.41,9.06,500
"04","q9a",1,39.49,34.37,44.6,500
"04","q9a",2,31.55,26.35,36.74,500
"04","q9a",3,17.51,12.83,22.2,500
"04","q9a",4,11.45,8.1,14.81,500
"12","q9a",1,35.59,31.09,40.09,500
"12","q9a",2,32.58,28.04,37.11,500
"12","q9a",3,16.92,13.39,20.45,500
"12","q9a",4,14.91,11.49,18.34,500
"26","q9a",1,42.65,37.55,47.74,500
"26","q9a",2,31.41,26.39,36.42,500
"26","q9a",3,15.94,11.88,20,500
"26","q9a",4,10.01,7.19,12.82,500
"37","q9a",1,27.21,22.68,31.74,500
"37","q9a",2,30.2,25.82,34.57,500
"37","q9a",3,23.26,18.94,27.58,500
"37","q9a",4,19.34,15.06,23.61,500
"39","q9a",1,37.53,32.87,42.19,500
"39","q9a",2,31.8,27.24,36.36,500
"39","q9a",3,15.72,12.04,19.41,500
"39","q9a",4,14.95,11.53,18.36,500
"42","q9a",1,35.23,30.64,39.82,500
"42","q9a",2,27.22,22.95,31.5,500
"42","q9a",3,19.31,15.46,23.17,500
"42","q9a",4,18.23,14.57,21.89,500
"55","q9a",1,39.31,34.75,43.86,500
"55","q9a",2,32.91,28.31,37.51,500
"55","q9a",3,17.17,13.58,20.76,500
"55","q9a",4,10.61,7.43,13.78,500
"04","q9b",1,61.22,55.75,66.69,500
"04","q9b",2,23.74,18.49,28.98,500
"04","q9b",3,6.85,4.4,9.31,500
"04","q9b",4,8.19,5.44,10.93,500
"12","q9b",1,62.44,57.8,67.09,500
"12","q9b",2,22.39,18.23,26.54,500
"12","q9b",3,7.21,4.86,9.57,500
"12","q9b",4,7.95,5.5,10.41,500
"26","q9b",1,71.21,66.19,76.24,500
"26","q9b",2,17.14,12.82,21.45,500
"26","q9b",3,7.12,3.92,10.33,500
"26","q9b",4,4.53,2.68,6.37,500
"37","q9b",1,59.14,54.22,64.06,500
"37","q9b",2,23.83,19.45,28.21,500
"37","q9b",3,7.5,5.14,9.86,500
"37","q9b",4,9.53,6.8,12.25,500
"39","q9b",1,62.47,57.63,67.31,500
"39","q9b",2,22.02,17.91,26.13,500
"39","q9b",3,6.68,4.44,8.92,500
"39","q9b",4,8.83,5.41,12.24,500
"42","q9b",1,65.95,61.29,70.62,500
"42","q9b",2,20.49,16.37,24.62,500
"42","q9b",3,5.6,3.53,7.66,500
"42","q9b",4,7.96,5.27,10.65,500
"55","q9b",1,69.49,64.94,74.04,500
"55","q9b",2,18.34,14.42,22.26,500
"55","q9b",3,5.44,3.37,7.51,500
"55","q9b",4,6.73,4.12,9.34,500
"04","q9c",1,54.25,48.73,59.76,500
"04","q9c",2,29.92,24.34,35.5,500
"04","q9c",3,7.99,5.39,10.6,500
"04","q9c",4,7.84,5.17,10.52,500
"12","q9c",1,54.04,49.28,58.79,500
"12","q9c",2,29.92,25.44,34.4,500
"12","q9c",3,8.14,5.65,10.64,500
"12","q9c",4,7.9,5.39,10.41,500
"26","q9c",1,56.29,51.09,61.48,500
"26","q9c",2,27.39,22.94,31.85,500
"26","q9c",3,10.33,6.46,14.21,500
"26","q9c",4,5.98,3.69,8.28,500
"37","q9c",1,55.42,50.37,60.46,500
"37","q9c",2,26.77,22.27,31.27,500
"37","q9c",3,8.97,5.64,12.31,500
"37","q9c",4,8.84,6.16,11.52,500
"39","q9c",1,53.62,48.74,58.5,500
"39","q9c",2,26.81,22.53,31.09,500
"39","q9c",3,8.47,5.77,11.17,500
"39","q9c",4,11.11,7.49,14.72,500
"42","q9c",1,51.24,46.43,56.04,500
"42","q9c",2,25.43,21.39,29.48,500
"42","q9c",3,12.84,9.33,16.36,500
"42","q9c",4,10.48,7.59,13.37,500
"55","q9c",1,57.32,52.55,62.09,500
"55","q9c",2,27.09,22.71,31.47,500
"55","q9c",3,10.08,7.22,12.95,500
"55","q9c",4,5.51,3.18,7.83,500
